ARTICULO;NOMBRE
101642;"Sopanda UNO ; L=3,00m ; Naranja"
101643;"Sopanda UNO ; L=3,00m ; Naranja (Reparar)"
113161;Pilar Circular INDE-K Ø65x400cm
101651;"Sopanda UNO ; L=2,00m ; Naranja"
101652;"Sopanda UNO ; L=2,00m ; Naranja"
101653;"Sopanda UNO ; L=2,00m ; Naranja (Reparar)"
113152;Pilar Circular INDE-K Ø70x400cm
106672;"Alineador TEIDE I80 ; L=1,00m"
106681;Anclaje U TEIDE Ø15mm
106682;Anclaje U TEIDE Ø15mm
106691;"Escuadra TEIDE ; Módulo 1"
106692;"Escuadra TEIDE ; Módulo 1"
113171;Pilar Circular INDE-K Ø60x300cm
101431;"Sopanda QBETA2 ; L=3,00 m ; Naranja"
101432;"Sopanda QBETA2 ; L=3,00 m ; Naranja"
101441;"Sopanda QBETA2 ; L=2,00 m ; Naranja"
101442;"Sopanda QBETA2 ; L=2,00 m ; Naranja"
113172;Pilar Circular INDE-K Ø60x300cm
103014;"Caña Puntal INDE-K 3m ; Ø48/40 e2/2.5mm"
109012;VELA SOPORTE UNIVERSAL 4,5M
109022;MARCO DE EXTENSION 1,50M
103015;"Tubo Puntal INDE-K 3m ; Ø48/40 e2/2.5mm"
104271;CHAPA PILAR 0,50 X 0,35
103024;"Caña Puntal INDE-K 4m ; Ø48/40 e2/2.5mm"
103025;"Tubo Puntal INDE-K 4m ; Ø48/40 e2/2.5mm"
106592;Panel Esquina Bisagra TEIDE 100x35x35cm
103034;"Caña Puntal INDE-K 5m ; Ø60/52 e2/2.5mm"
103035;"Tubo Puntal INDE-K 5m ; Ø60/52 e2/2.5mm"
103164;"Caña Puntal INDE-K 1m ; Ø48/40 e1.6/1.6mm"
103165;"Tubo Puntal INDE-K 1m ; Ø48/40 e1.6/1.6mm"
103174;"Caña Puntal INDE-K 6m ; Ø60/52 e2/2.5mm"
203203;Torre de Hormigonado 3+1 m (Reparar)
103175;"Tubo Puntal INDE-K 6m ; Ø60/52 e2/2.5mm"
104272;CHAPA PILAR 0,50 X 0,35
103311;Arandela Puntal Ø60mm
104291;Cangrejo Unión Chapa Pilar INDE-K 30mm
104292;Cangrejo Unión Chapa Pilar INDE-K 30mm
104293;Cangrejo Unión Chapa Pilar INDE-K 30mm (Reparar)
105073;ML TABICA 200 X 30 AZUL A REPARAR
113013;Pilar Circular INDE-K Ø45x300cm (Reparar)
106531;MEDIAS MORDAZAS
113023;Pilar Circular INDE-K Ø35x300cm (Reparar)
113043;Pilar Circular INDE-K Ø30x350cm (Reparar)
109032;PERFIL DE ANCLAJE 1,95M
113053;Pilar Circular INDE-K Ø35x350cm (Reparar)
104261;CANGREJO UNIÓN CHAPA PILAR
113073;Pilar Circular INDE-K Ø45x350cm (Reparar)
104262;CANGREJO UNIÓN DE PILAR
113083;Pilar Circular INDE-K Ø50x300cm (Reparar)
106601;Anclaje Cónico Perdido TEIDE Ø20mm
106522;"Barra Roscada TEIDE Ø15mm ; L=3,00m"
106602;ANCLAJE CÓNICO PERDIDO Ø20 INDE-K
106611;"Barra Roscada TEIDE Ø20mm ; L=0,50m"
106612;"Barra Roscada TEIDE Ø20mm ; L=0,50m"
113093;Pilar Circular INDE-K Ø25x300cm (Reparar)
113113;Pilar Circular INDE-K Ø55x350cm (Reparar)
106621;Manguito Conexión Roscado TEIDE Ø20mm
106622;Manguito Conexión Roscado TEIDE Ø20mm
106631;VIGA ANCLAJE UPN-120 2,30M
113123;Pilar Circular INDE-K Ø50x400cm (Reparar)
106632;VIGA ANCLAJE UPN-120 2,30M
106641;"Viga Anclaje TEIDE U160 ; L=0,70m"
101422;"Sopanda QBETA2 ; L=4,00 m ; Naranja"
106642;"Viga Anclaje TEIDE U160 ; L=0,70m"
101421;"Sopanda QBETA2 ; L=4,00 m ; Naranja"
101452;ARRIOSTRADOR 4,20M
101451;ARRIOSTRADOR 4,20M
106711;Puntal TEIDE TC-1m
106551;TUBO PVC ANCLAJE PERDIDO 0,50M
106712;Puntal TEIDE TC-1m
106532;MEDIAS MORDAZAS
106542;Tuerca Placa TEIDE Ø20mm
102091;"Tablero Tricapa VERSATEC 200x50cm ; Azul (1ª)"
106571;"Alineador TEIDE I80 ; L=1,50m"
102092;TABLERO TRICAPA 2,00M INDE-K NEGRO
106701;BARRA DYWIDAG DW 20/23 0,50M
106702;BARRA DYWIDAG DW 20/23 0,50M
106651;Anclaje Escuadra TEIDE Ø15mm
106561;TUBO PVC ANCLAJE PERDIDO ML
106572;"Alineador TEIDE I80 ; L=1,50m"
106721;CONSOLA DE TRABAJO M1C-2C
106722;CONSOLA DE TRABAJO M1C-2C
106731;"Abrazadera Giratoria INDE-K ; Ø48/48mm"
106732;"Abrazadera Giratoria INDE-K ; Ø48/48mm"
109042;POSICIONADOR DE PERFIL PARA ANCLAJE
106741;"Tubo Arriostrador INDE-K Ø48mm ; L=2,70m"
106742;"Tubo Arriostrador INDE-K Ø48mm ; L=2,70m"
109052;SUPERPLACA 15,0
109062;EXTENSION VERTICAL
109072;PERNO DE UNION 36CM
109082;SOPORTE DE PERFIL VERTICAL
104281;CHAPA PILAR 0,50 X 0,30
106751;CONJUNTO HUSILLO H=4M ESCUADRA M1C
109092;RIEL DE ACERO 2,00M
106752;CONJUNTO HUSILLO H=4M ESCUADRA M1C
109102;CABEZA DE ANCLAJE 20,0
109112;Trampilla de Seguridad Teide UP
109122;"Sopanda Extrema VERSATEC PLUS ; L=4,00m ; Blanco"
109132;"Sopanda Extrema VERSATEC PLUS ; L=3,00m ; Blanco"
109142;"Sopanda Extrema VERSATEC PLUS ; L=2,00m ; Blanco"
109152;"Arriostrador PLUS ; L=4,00m ; Naranja"
109162;"Arriostrador PLUS ; L=2,00m ; Naranja"
109172;"Arriostrador PLUS ; L=1,00m ; Naranja"
109182;GRAPA DE UNION UNIVERSAL
109192;GANCHO DE DESPLAZAMIENTO
109002;MENSULA DE TRABAJO
109202;"Sopanda Intermedia  VERSATEC PLUS ; L=4,00m ; Blanco"
109212;"Sopanda Intermedia  VERSATEC PLUS ; L=3,00m ; Blanco"
109272;"Alineador TEIDE U80 ; L=1,50m"
111001;Cubeta VERSATEC 80x74x20cm
111002;Cubeta VERSATEC 80x74x20cm
106761;"Barra Roscada TEIDE Ø20mm ; L=1,00m"
949151;PANEL METALICO 2,70 X 0,30
106762;"Barra Roscada TEIDE Ø20mm ; L=1,00m"
949152;PANEL METALICO 2,70 X 0,30
109321;CONECTOR UNIVERSAL 10-25CM
102272;Tablero Tricapa VERSATEC 80x50cm C-2
109332;"Gancho Elevación TEIDE CURVE ; CMU=1500 kg ; Naranja"
109342;"Placa Unión Puntal INDE-K Aluminio 150x150 mm ; Ø12 mm"
109001;MENSULA DE TRABAJO
109322;CONECTOR UNIVERSAL 10-25 CM
106771;Perfil Compensación TEIDE 100x5cm
106772;Perfil Compensación TEIDE 100x5cm
113133;Pilar Circular INDE-K Ø50x100cm (Reparar)
113162;Pilar Circular INDE-K Ø65x400cm
107121;"Berenjeno Estanco con ala INDE-K 22x25 ; L=3,00m"
805121;Cerrojo UL
104282;CHAPA PILAR 0,50 X 0,30
113173;Pilar Circular INDE-K Ø60x300cm (Reparar)
113213;Pilar Circular INDE-K Ø30x100cm (Reparar)
805151;Riostra Du-120/4
102281;TABLERO TRICAPA 0,97 M INDE-K
102282;TABLERO TRICAPA 0,97 M INDE-K
113223;Pilar Circular INDE-K Ø30x50cm (Reparar)
203381;"Plataforma C/Tramp Acero THOR ; 130x60 cm"
203382;"Plataforma C/Tramp Acero THOR ; 130x60 cm"
109206;Anclaje Viga H MK 140 TEIDE  Ø15mm
113243;Pilar Circular INDE-K Ø30x300cm (Reparar)
521012;Bastidor TEIDE 100x30cm
109207;Anclaje Viga H MK 140 TEIDE  Ø15mm
113253;Pilar Circular INDE-K Ø40x100cm (Reparar)
102211;TABLERO FENOLICO 2,98  X 0,78 INDE-K
105081;"Tabica VERSATEC 30cm ; L=2,00m"
105082;"Tabica VERSATEC 30cm ; L=2,00m"
116981;Viga IPE de 300mm Acero S275 de 6M
106941;Puntal TEIDE JET TC-2m
105091;"Tabica VERSATEC 35cm ; L=2,00m"
102301;"Tablero Tricapa VERSATEC 100x50cm ; Azul (1ª)"
102302;"Tablero Tricapa VERSATEC 100x50cm ; Azul (1ª)"
105092;"Tabica VERSATEC 35cm ; L=2,00m"
113513;Pilar Circular INDE-K Ø80x300cm (Reparar)
101501;"Sopanda Extrema VERSATEC ; L=4,00 m ; Zincado"
101502;"Sopanda Extrema VERSATEC ; L=4,00 m ; Zincado"
101511;"Sopanda Extrema VERSATEC ; L=3,00 m ; Zincado"
101512;"Sopanda Extrema VERSATEC ; L=3,00 m ; Zincado"
101521;"Sopanda Extrema VERSATEC ; L=2,00 m ; Zincado"
101522;"Sopanda Extrema VERSATEC ; L=2,00 m ; Zincado"
101531;"Sopanda Intermedia VERSATEC ; L=4,00 m ; Zincado"
101532;"Sopanda Intermedia VERSATEC ; L=4,00 m ; Zincado"
101541;"Sopanda Intermedia VERSATEC ; L=3,00 m ; Zincado"
101542;"Sopanda Intermedia VERSATEC ; L=3,00 m ; Zincado"
101551;"Sopanda Intermedia VERSATEC ; L=2,00 m ; Zincado"
101552;"Sopanda Intermedia VERSATEC ; L=2,00 m ; Zincado"
101561;"Apeo UNO97 ; L=197 cm ; Zincado"
101562;"Apeo UNO97 ; L=197 cm ; Zincado"
101571;"Apeo JACENA ; L=98 cm ; Zincado"
101572;"Apeo JACENA ; L=98 cm ; Zincado"
101581;"Arriostrador UNO97 ; L=4,00 m ; Zincado"
101582;"Arriostrador UNO97 ; L=4,00 m ; Zincado"
101591;"Arriostrador UNO97 ; L=2,00 m ; Zincado"
101592;"Arriostrador UNO97 ; L=2,00 m ; Zincado"
101111;"Arriostrador JACENA ; L=1,00 m ; Zincado"
101112;"Arriostrador JACENA ; L=1,00 m ; Zincado"
106581;Chapa Compensación TEIDE 300x40cm
106813;"Viga Anclaje TEIDE U120 ; L=2,50m (Reparar)"
106812;"Viga Anclaje TEIDE U120 ; L=2,50m"
106811;"Viga Anclaje TEIDE U120 ; L=2,50m"
106582;Chapa Compensación TEIDE 300x40cm
109208;Anclaje Viga H MK 140 TEIDE  Ø15mm (Reparar)
101173;ARRIOSTRADOR FLEXIBLE 4M A REPARAR
101273;EXTREMA 1M A REPARAR
101283;INTERMEDIA 1M A REPARAR
113523;Pilar Circular INDE-K Ø85x300cm (Reparar)
101453;ARRIOSTRADOR 4,20M A REPARAR
101463;"Arriostrador QBETA2 ; L=4,00 m ; Blanco (Reparar)"
101503;"Sopanda Extrema VERSATEC ; L=4,00 m ; Zincado (Reparar)"
101513;"Sopanda Extrema VERSATEC ; L=3,00 m ; Zincado (Reparar)"
101523;"Sopanda Extrema VERSATEC ; L=2,00 m ; Zincado (Reparar)"
101533;"Sopanda Intermedia VERSATEC ; L=4,00 m ; Zincado (Reparar)"
101553;"Sopanda Intermedia VERSATEC ; L=2,00 m ; Zincado (Reparar)"
101563;"Apeo UNO97 ; L=197 cm ; Zincado (Reparar)"
101573;"Apeo JACENA ; L=98 cm ; Zincado (Reparar)"
101583;"Arriostrador UNO97 ; L=4,00 m ; Zincado (Reparar)"
101593;"Arriostrador UNO97 ; L=2,00 m ; Zincado (Reparar)"
103053;Puntal 4m
103063;Puntal 5m (Reparar)
103103;PUNTAL 3M INDE-K ROJO A REPARAR
103113;PUNTAL 4M INDE-K ROJO A REPARAR
103123;"Puntal 5m ; Ø48/40 e2/2mm ; Rojo (Reparar)"
103133;PUNTAL 3M INDE-K VERDE A REPARAR
103143;PUNTAL 4M INDE-K VERDE A REPARAR
103153;PUNTAL 5M INDE-K VERDE A REPARAR
103183;PUNTAL 3M AMARILLO 1,8MM A REPARAR
103203;PUNTAL 6M A REPARAR
103223;"Puntal 1m ; Ø48/40 e1.6/1.6mm ; Verde Oscuro (Reparar)"
103273;TUBO DE PUNTAL 3M A REPARAR
104013;"Chapa Pilar INDE-K 50x50cm ; Amarillo (Reparar)"
104023;"Chapa Pilar INDE-K 50x60cm ; Amarillo (Reparar)"
104043;"Chapa Pilar INDE-K 300x60cm ; Rojo (Reparar)"
104053;"Chapa Pilar INDE-K 300x70cm ; Rojo (Reparar)"
104063;"Chapa Pilar INDE-K 300x80cm ; Rojo (Reparar)"
104073;Cierre Chapa Pilar INDE-K (Reparar)
104083;"Arranque Pilar INDE-K ; L=50cm (Reparar)"
104103;Llave de Cierre TC INDE-K Ø6/10mm (Reparar)
104113;"Chapa Pilar INDE-K 100x50cm ; Rojo (Reparar)"
104123;"Chapa Pilar INDE-K 100x60cm ; Rojo (Reparar)"
104133;"Chapa Pilar INDE-K 100x70cm ; Rojo (Reparar)"
104143;"Chapa Pilar INDE-K 100x80cm ; Rojo (Reparar)"
104153;"Chapa Pilar INDE-K 300x30cm ; Rojo (Reparar)"
104163;"Chapa Pilar INDE-K 150x50cm ; Rojo (Reparar)"
104183;CHAPA PILAR 1,50 X 0,60 A REPARAR
104193;CHAPA PILAR 1,50 X 0,70 A REPARAR
104203;Cuña de Cierre Chapa Pilar INDE-K s/Cadena (Reparar)
104213;Cangrejo Unión Chapa Pilar INDE-K 10mm (Reparar)
104223;TAPON DE REDUCCION DE PILAR A REPARAR
104233;TORNILLO CON TUERCA Y ARANDELA A REPARAR
104243;TORRETA DE PILAR A REPARAR
104253;CHAPA PILAR 1,50 X 0,80 A REPARAR
104263;CANGREJO UNIÓN DE PILAR A REPARAR
104273;CHAPA PILAR 0,50 X 0,35 A REPARAR
104283;CHAPA PILAR 0,50 X 0,30 A REPARAR
105013;ML TABICA 100 X 30 A REPARAR
105023;ML TABICA 200 X 30 A REPARAR
115671;"Vigueta INDE-K 50x150mm ; L=4 m ; Unid."
105043;ML TABICA 200 X 35 A REPARAR
105053;ML TABICA 200 X 40 A REPARAR
105063;ML TABICA 100 X 40 A REPARAR
106183;Placa Nervada TEIDE Ø15mm (Reparar)
106193;Tuerca Mariposa TEIDE Ø15mm (Reparar)
106233;CHAPA COMPENSACION 3M INDE-K A REPARAR
106253;Consola de Trabajo TEIDE (Reparar)
106373;TUBO DE 3M ARRIOSTRADOR A REPARAR
106383;Consola de Trepado TEIDE (Reparar)
106393;"Barra Roscada TEIDE Ø20mm ; L=2,00m (Reparar)"
106403;TUERCA PLACA ARTICULADA Ø20 INDE-K  A REPARAR
106423;"Alineador TEIDE U80 ; L=0,90m (Reparar)"
106433;ALINEADOR U80. L=1,33M INDE-K (A REPARAR)
106473;ML TUBO P.V.C. INDE-K 27mm A REPARAR
106493;Tuerca Hexagonal TEIDE Ø15mm (Reparar)
106503;Chapa Compensación TEIDE 100x40cm (Reparar)
106513;BARRA DYWIDAG 1.00M INDE-K 20MM A REPARAR
106533;MEDIAS MORDAZAS A REPARAR
106583;Chapa Compensación TEIDE 300x40cm (Reparar)
106603;ANCLAJE CÓNICO PERDIDO Ø20 INDE-K  A REPARAR
106613;"Barra Roscada TEIDE Ø20mm ; L=0,50m (Reparar)"
106623;Manguito Conexión Roscado TEIDE Ø20mm (Reparar)
106633;VIGA ANCLAJE UPN-120 2,30M A REPARAR
106653;Anclaje Escuadra TEIDE Ø15mm (Reparar)
106683;Anclaje U TEIDE Ø15mm (Reparar)
102511;"Tablero Tricapa VERSATEC 197x45cm ; Azul"
106703;BARRA DYWIDAG DW 20/23 0,50M A REPARAR
106713;Puntal TEIDE TC-1m (Reparar)
106723;CONSOLA DE TRABAJO M1C-2C A REPARAR
106753;CONJUNTO HUSILLO H=4M ESCUADRA M1C A REPARAR
106763;"Barra Roscada TEIDE Ø20mm ; L=1,00m (Reparar)"
108561;Tuerca Estanqueidad TEIDE Ø15mm
105101;"Tabica VERSATEC 40cm ; L=2,00m"
105102;"Tabica VERSATEC 40cm ; L=2,00m"
106773;Perfil Compensación TEIDE 100x5cm (Reparar)
101323;"Arriostrador UNO ; L=2,00m ; Naranja (Reparar)"
106991;Manguito Conexión Roscado TEIDE Ø15mm
106992;Manguito Conexión Roscado TEIDE Ø15mm
106993;Manguito Conexión Roscado TEIDE Ø15mm (Reparar)
107101;"Husillo Articulado TEIDE Ø30mm ; L=0,40m"
107111;Cono Posición TEIDE UP
111003;Cubeta VERSATEC 80x74x20cm (Reparar)
111033;Cubeta VERSATEC 80x74x35cm (Reparar)
521022;Bastidor TEIDE 100x40cm
116982;Viga IPE de 300mm Acero S275 de 6M
106010;PANEL 300 X 120 INDE-K BASTIDOR
111073;Media Cubeta VERSATEC 40x74x25cm (Reparar)
103211;PUNTAL 5.25 M
103213;PUNTAL 5.25 M A REPARAR
111093;Media Cubeta VERSATEC 40x74x35cm (Reparar)
521011;Bastidor TEIDE 100x30cm
521021;Bastidor TEIDE 100x40cm
521031;Bastidor TEIDE 100x50cm
521041;Bastidor TEIDE 100x60cm
521051;Bastidor TEIDE 100x80cm
521061;Bastidor TEIDE 100x100cm
521071;Bastidor TEIDE 100x120cm
521081;Bastidor TEIDE 300x30cm
521091;Bastidor TEIDE 300x40cm
521101;Bastidor TEIDE 300x50cm
521111;Bastidor TEIDE 300x60cm
106822;"Escuadra TEIDE ; Módulo 2"
521121;Bastidor TEIDE 300x80cm
521131;Bastidor TEIDE 300x100cm
106821;"Escuadra TEIDE ; Módulo 2"
521141;Bastidor TEIDE 300x120cm
521151;Bastidor TEIDE 300x240cm
522011;Bastidor Esquina TEIDE 100x38x30cm
106833;"Viga Anclaje TEIDE U160 ; L=2,50m (Reparar)"
522021;Bastidor Esquina TEIDE 300x38x30cm
523011;Bastidor Esquina Bisagra TEIDE 100x35x35cm
523021;Bastidor Esquina Bisagra TEIDE 300x35x35cm
531011;Tablero Fenólico TEIDE 98x28cm
531021;Tablero Fenólico TEIDE 98x38cm
531031;Tablero Fenólico TEIDE 98x48cm
531041;Tablero Fenólico TEIDE 98x58cm
103292;"Contenedor Cubetas INDE-K ; 6 FILAS"
106832;"Viga Anclaje TEIDE U160 ; L=2,50m"
106831;"Viga Anclaje TEIDE U160 ; L=2,50m"
531051;Tablero Fenólico TEIDE 98x78cm
531061;Tablero Fenólico TEIDE 98x98cm
531071;Tablero Fenólico TEIDE 98x118cm
531081;Tablero Fenólico TEIDE 298x28cm
531091;Tablero Fenólico TEIDE 298x38cm
531101;Tablero Fenólico TEIDE 298x48cm
531111;Tablero Fenólico TEIDE 298x58cm
531121;Tablero Fenólico TEIDE 298x78cm
531131;Tablero Fenólico TEIDE 298x98cm
531141;Tablero Fenólico TEIDE 298x118cm
531151;Tablero Fenólico TEIDE 298x238cm
532011;Tablero Fenólico Esquina TEIDE 976x255mm
532021;Tablero Fenólico Esquina TEIDE 976x338mm
531112;Tablero Fenólico TEIDE 298x58cm
103302;"Contenedor Cubetas INDE-K ; 3 FILAS"
999101;MURO LM
106020;PANEL 300 X 100 INDE-K BASTIDOR
532031;Tablero Fenólico Esquina TEIDE 2976x255mm
532041;Tablero Fenólico Esquina TEIDE 2976x338mm
116071;"Viga H200 INDE-K ; L=2,90 m"
106030;PANEL 300 X 80 INDE-K BASTIDOR
521032;Bastidor TEIDE 100x50cm
521042;Bastidor TEIDE 100x60cm
106040;PANEL 300 X 60 INDE-K BASTIDOR
521052;Bastidor TEIDE 100x80cm
106050;PANEL 300 X 50 INDE-K BASTIDOR
521062;Bastidor TEIDE 100x100cm
106060;PANEL 300 X 40 INDE-K BASTIDOR
101691;"Apeo QBETA1a ; L=80 cm ; Rojo"
106320;PANEL 300 X 30 INDE-K BASTIDOR
106070;PANEL 100 X 120 INDE-K BASTIDOR
107391;"Consola Trepado TEIDE UP ; CT240"
106080;PANEL 100 X 100 INDE-K BASTIDOR
101803;"Arriostrador UNO97-Qbeta2a-ESP ; L=2,00 m (Reparar)"
106090;PANEL 100 X 80 INDE-K BASTIDOR
102472;"Tablero Fenólico  VERSATEC 80x74cm ;(1ª)"
203361;"Plataforma Acero THOR ; 300x30 cm"
106100;PANEL 100 X 60 INDE-K BASTIDOR
106330;PANEL 100 X 40 INDE-K BASTIDOR
202011;"Viga MK140 VERSATEC ; L=4,00m ; Negra"
106110;PANEL 100 X 50 INDE-K BASTIDOR
116621;Taco de Madera 100x7x7 para empaquetar
106340;PANEL 100 X 30 INDE-K BASTIDOR
106120;PANEL ESQ. 300 X 38 X 30 INDE-K BASTIDOR
106130;PANEL ESQ. 100 X 38 X 30 INDE-K BASTIDOR
106440;PANEL ESQUINA ABATIBLE 300X35X35 INDE-K (BASTIDOR)
104034;CHAPA PILAR 3,00 X 0,50 VENTA
106590;PANEL ESQUINA ABATIBLE  1,00 BASTIDOR
104044;CHAPA PILAR 3,00 X 0,60 VENTA
104054;CHAPA PILAR 3,00 X 0,70 VENTA
104301;"Chapa Pilar INDE-K 350x40cm ; Rojo"
104064;CHAPA PILAR 3,00 X 0,80 VENTA
104302;"Chapa Pilar INDE-K 350x40cm ; Rojo"
116072;"Viga H200 INDE-K ; L=2,90 m"
521072;Bastidor TEIDE 100x120cm
521082;Bastidor TEIDE 300x30cm
521092;Bastidor TEIDE 300x40cm
106981;Anclaje TEIDE M2 Ø15mm
101692;"Apeo QBETA1a ; L=80 cm ; Rojo"
101693;"Apeo QBETA1a ; L=80 cm ; Rojo (Reparar)"
102311;TABLERO FENOLICO 2,98  X 0,98 INDE-K
102321;TABLERO FENOLICO 2,98  X 0,58 INDE-K
101701;"Apeo QBETA2a ; L=80 cm ; Gris"
102331;TABLERO FENOLICO 2,98  X 0,38 INDE-K
102341;TABLERO FENOLICO 2,98  X 0,28 INDE-K
119271;Anilla Elevación con tuerca  M-16 750 Kg
102351;TABLERO FENOLICO ESQ 2,98  X 0 ,34 INDE-K
102361;TABLERO FENOLICO ESQ 2,98  X 0 ,25 INDE-K
102371;TABLERO FENOLICO 0,98  X 1,18 INDE-K
102381;TABLERO FENOLICO  0,98  X 0,98 INDE-K
102391;TABLERO FENOLICO  0,98  X 0,78 INDE-K
102401;TABLERO FENOLICO  0,98  X 0,58 INDE-K
102411;TABLERO FENOLICO  0,98  X 0,48 INDE-K
102421;TABLERO FENOLICO  0,98  X 0,38 INDE-K
102431;TABLERO FENOLICO  0,98  X 0,28 INDE-K
102441;TABLERO FENOLICO ESQ  0,98  X 0,34 INDE-K
102451;TABLERO FENOLICO ESQ  0,98  X 0,25 INDE-K
106982;Anclaje TEIDE M2 Ø15mm
107231;"Berenjeno con Ala INDE-K ; Lado 20mm ; L=2,00m"
203362;"Plataforma Acero THOR ; 300x30 cm"
101702;"Apeo QBETA2a ; L=80 cm ; Gris"
203213;Torre de Hormigonado 4+1 m (Reparar)
521102;Bastidor TEIDE 300x50cm
521112;Bastidor TEIDE 300x60cm
104303;"Chapa Pilar INDE-K 350x40cm ; Rojo (Reparar)"
107301;Puntal Estabilizador TEIDE TC250
521122;Bastidor TEIDE 300x80cm
107302;Puntal Estabilizador TEIDE TC250
107303;Puntal Estabilizador TEIDE TC250 (Reparar)
107392;"Consola Trepado TEIDE UP ; CT240"
521171;Bastidor TEIDE 4C 300x120cm
521181;Bastidor TEIDE 4C 300x80cm
107311;Puntal Estabilizador TEIDE TC375
521132;Bastidor TEIDE 300x100cm
101711;"Arriostrador QBETA1a ; L=4,00 m ; Rojo"
102203;"Tablero Tricapa VERSATEC 197x50cm ; Gris (1ª) (Reparar)"
101712;"Arriostrador QBETA1a ; L=4,00 m ; Rojo"
521142;Bastidor TEIDE 300x120cm
521191;Bastidor TEIDE 4C 100x120cm
107312;Puntal Estabilizador TEIDE TC375
101293;"Apeo UNO ; L=100 cm ; Naranja (Reparar)"
102462;Tablero Tricapa VERSATEC 80x50cm (Remate)
521152;Bastidor TEIDE 300x240cm
521201;Bastidor TEIDE 4C 100x80cm
101721;"Arriostrador QBETA2a ; L=4,20 m ; Gris"
107221;Abrazadera  INDE-K Ø60/48mm
101722;"Arriostrador QBETA2a ; L=4,20 m ; Gris"
107313;Puntal Estabilizador TEIDE TC375 (Reparar)
116081;"Viga H200 INDE-K ; L=3,90 m"
107251;Abrazadera Tracción INDE-K Ø48mm
101731;"Sopanda QBETA1a ; L=4,00 m ; Gris"
101732;"Sopanda QBETA1a ; L=4,00 m ; Gris"
102121;TABLERO FENOLICO 2,98  X 0,70 INDE-K
107241;"Broca TEIDE 4C ; Ø28mm"
107701;"Husillo Articulado TEIDE Ø50mm ; L=0,40m cincado"
102101;TABLERO FENOLICO 0,98  X 0,70 INDE-K
108071;"Gancho Puntal ; Red Seguridad INDE-K"
107321;Puntal Estabilizador TEIDE TC550
108072;"Gancho Puntal ; Red Seguridad INDE-K"
102111;TABLERO FENOLICO 2,98  X 2,38 INDE-K
108073;"Gancho Puntal ; Red Seguridad INDE-K (Reparar)"
101741;"Sopanda QBETA1a ; L=3,00 m ; Gris"
101742;"Sopanda QBETA1a ; L=3,00 m ; Gris"
107702;"Husillo Articulado TEIDE Ø50mm ; L=0,40m cincado"
113063;Pilar Circular INDE-K Ø40x350cm (Reparar)
101751;"Sopanda QBETA1a ; L=2,00 m ; Gris"
113203;Pilar Circular INDE-K Ø35x50cm (Reparar)
113181;Pilar Circular INDE-K Ø45x50cm
113182;Pilar Circular INDE-K Ø45x50cm
107503;"Tornillo TEIDE UP ; M24 ; L=110mm ; g12.9 (Reparar)"
113183;Pilar Circular INDE-K Ø45x50cm (Reparar)
101093;"Sopanda Intermedia VERSATEC ; L=3,00 m ; Blanco (Reparar)"
107222;Abrazadera  INDE-K Ø60/48mm
109121;"Sopanda Extrema VERSATEC PLUS ; L=4,00m ; Blanco"
113191;Pilar Circular INDE-K Ø60x350cm
113192;Pilar Circular INDE-K Ø60x350cm
113193;Pilar Circular INDE-K Ø60x350cm (Reparar)
101713;"Arriostrador QBETA1a ; L=4,00 m ; Rojo (Reparar)"
540181;"Tubo 80x50x2mm ; L=6000mm"
101602;ARRIOSTRADOR 4M N-12
101601;ARRIOSTRADOR 4M N-12
111013;Cubeta VERSATEC 80x74x25cm (Reparar)
111043;Cubeta VERSATEC 80x74x40cm (Reparar)
111023;Cubeta VERSATEC 80x74x30cm (Reparar)
101752;"Sopanda QBETA1a ; L=2,00 m ; Gris"
115051;"Tabla INDE-K e25mm ; L=2,5m ( 1 m3 )"
115061;"Vigueta INDE-K 50x150mm ; L=3 m ; Unid."
115071;"Vigueta INDE-K 50x150mm ; L=3,0m ; (Paquete 1,6m^3)"
115081;"Tabla INDE-K e25mm ; L=2,5m ; (Paquete 1,4m^3)"
113451;"Chapa Pilar INDE-K 150x80cm ; Rojo"
101761;"Sopanda QBETA2a ; L=4,00m ; Rojo"
202321;Anclaje Seguridad MK140
101762;"Sopanda QBETA2a ; L=4,00m ; Rojo"
107393;"Consola Trepado TEIDE UP ; CT240 (Reparar)"
202322;Anclaje Seguridad MK140
101771;"Sopanda QBETA2a ; L=3,00m ; Rojo"
101843;"Arriostrador QBETA2a ; L=5.00m ; Zincado (Reparar)"
101772;"Sopanda QBETA2a ; L=3,00m ; Rojo"
111181;Estampidor para cubetas
522012;Bastidor Esquina TEIDE 100x38x30cm
116171;"Viga H200 INDE-K; L=5,90 m"
522022;Bastidor Esquina TEIDE 300x38x30cm
111103;1/2 CUBETA 40 A REPARAR
101313;"Arriostrador UNO97-Qbeta2a-ESP ; L=4,00 m (Reparar)"
108233;Horquilla Cimbra INDE-K 2 Vigas (Reparar)
106871;Bidón Desencofrante 25L - SIKA
101133;"Apeo JACENA ; L=98 cm ; Naranja (Reparar)"
106851;"Tubo Distanciador PVC TEIDE Ø27mm ; L=3,00m"
101781;"Sopanda QBETA2a ; L=2,00m ; Rojo"
106861;"Tubo Distanciador PVC TEIDE Ø40mm ; L=5,00m"
108243;Horquilla Polivalente INDE-K 4  maderas cimbra (Reparar)
107252;Abrazadera Tracción INDE-K Ø48mm
