ARTICULO;NOMBRE
101782;"Sopanda QBETA2a ; L=2,00m ; Rojo"
202323;Anclaje Seguridad MK140 (Reparar)
107401;"Carro TEIDE UP ; CT240"
107322;Puntal Estabilizador TEIDE TC550
108301;Husillo con Placa 500 mm
106901;"Barra Roscada TEIDE Ø15mm ; L=4,00m"
106961;Consola de Trabajo Teide Ligero
107323;Puntal Estabilizador TEIDE TC550 (Reparar)
106962;Consola de Trabajo Teide Ligero
116082;"Viga H200 INDE-K ; L=3,90 m"
106951;Escuadra Ligera TEIDE
106952;Escuadra Ligera TEIDE
107253;Abrazadera Tracción INDE-K Ø48mm (Reparar)
106942;Puntal TEIDE JET TC-2m
106943;Puntal TEIDE JET TC-2m (Reparar)
108061;Bulón con Cadena y Pasador TEIDE Ø19x120mm
108062;Bulón con Cadena y Pasador TEIDE Ø19x120mm
108051;Bulón con Cadena y Pasador TEIDE Ø28x150mm
108052;Bulón con Cadena y Pasador TEIDE Ø28x150mm
108041;Bulón con Cadena y Pasador TEIDE Ø32x170mm
108042;Bulón con Cadena y Pasador TEIDE Ø32x170mm
107331;Puntal Estabilizador TEIDE TC700
106902;"Barra Roscada TEIDE Ø15mm ; L=4,00m"
540191;"Tubo 80x50x2mm ; L=4165mm"
540201;"Tubo 80x50x2mm ; L=4120mm"
107332;Puntal Estabilizador TEIDE TC700
107333;Puntal Estabilizador TEIDE TC700 (Reparar)
107402;"Carro TEIDE UP ; CT240"
113281;Pilar Circular INDE-K Ø60x160cm
107341;"Anclaje TC TEIDE Ø19mm ; Plata"
510101;Metro Lineal Tubo Welser 120x65x3mm
540021;Metro Lineal Tubo 100x40x2mm
580161;Taco de Goma muro curve
113282;Pilar Circular INDE-K Ø60x160cm
101182;"Sopanda Extrema VERSATEC ; L=4,00 m ; Ral 4008"
107403;"Carro TEIDE UP ; CT240 (Reparar)"
107411;"Cremallera Carro TEIDE UP ; CT240"
107342;Anclaje TC TEIDE Ø19mm
107343;Anclaje TC TEIDE Ø19mm (Reparar)
113283;Pilar Circular INDE-K Ø60x160cm (Reparar)
540211;"Tubo 80x50x2mm ; L=4030mm"
805122;Cerrojo UL
108921;"Tensor TEIDE UP ; Banda 50 mm ; L=12,50m"
540221;"Tubo 80x50x2mm ; L=3947mm"
540231;"Tubo 80x50x2mm ; L=1974mm"
540241;"Tubo 80x50x2mm ; L=1120mm"
540251;Metro Lineal Tubo 50x27x2mm
107351;Placa Base TEIDE TC 150x240 mm
540261;"Tubo 50x27x2mm ; L=1968mm"
805123;Cerrojo UL (Reparar)
107352;Placa Base TEIDE TC 150x240 mm
540271;"Tubo 50x27x2mm ; L=1965mm"
540281;"Tubo 50x27x2mm ; L=980mm"
108922;"Tensor TEIDE UP ; Banda 50 mm ; L=12,50m"
540291;Metro Lineal Tubo 40x40x2mm
540301;Metro Lineal Tubo 50x25x1,5mm
540311;Metro Lineal Tubo 40x25x1,5mm
202331;Poste de Seguridad MK140
540331;Metro Lineal Tubo 80x40x2mm
510011;"Tubo Welser Sopanda Extrema ; L=4000mm"
510021;"Tubo Welser Sopanda Extrema ; L=3000mm"
510031;"Tubo Welser Sopanda Extrema ; L=2000mm"
510041;"Tubo Welser Sopanda Intermedia ; L=4000mm"
510051;"Tubo Welser Sopanda Intermedia ; L=3000mm"
510061;"Tubo Welser Sopanda Intermedia ; L=2000mm"
510071;"Tubo Welser Sopanda Qbeta2 ; L=4000mm"
510081;"Tubo Welser Sopanda Qbeta2 ; L=3000mm"
510091;"Tubo Welser Sopanda Qbeta2 ; L=2000mm"
540011;Metro Lineal Tubo Ø25
570071;Tapa Extrema
570081;Tapa Rectangular
570091;Tapa Qbeta2
107412;"Cremallera Carro TEIDE UP ; CT240"
107413;"Cremallera Carro TEIDE UP ; CT240 (Reparar)"
101903;"Arriostrador QBETA2a ; L=4,20m ; Zincado (Reparar)"
570101;Tapa Apeo 50x27
570111;Pieza U
107261;Placa Nervada Excéntrica TEIDE Ø15mm
570121;Pieza Cabeza
570131;Tetoncillo
570161;"Tornillo Mariposa TEIDE Ø15mm ; L=120mm"
113291;Tornillo Unión Pilar Circular INDE-K
107262;Placa Nervada Excéntrica TEIDE Ø15mm
107263;Placa Nervada Excéntrica TEIDE Ø15mm (Reparar)
101723;"Arriostrador QBETA2a ; L=4,20 m ; Gris (Reparar)"
107271;"Barra Roscada TEIDE Ø20mm ; L=1,50m"
113292;Tornillo Unión Pilar Circular INDE-K
540031;Metro Lineal Tubo Ø30x1.5mm
107272;"Barra Roscada TEIDE Ø20mm ; L=1,50m"
540041;Metro Lineal Tubo 100x100x6mm
540051;Metro Lineal Tubo 30x15x1.5mm
540061;Metro Lineal Tubo 16x16x1.5mm
570141;Angulo Anclaje TC  86x60x6mm
107281;Tuerca Hexagonal TEIDE Ø20mm
590011;Metro Lineal Calibrado Inox Ø25mm
540081;Metro Lineal Tubo 120x60x3mm
540091;Metro Lineal Tubo 80x50x2mm
540101;Metro Lineal Tubo 40x50x1.5mm
540111;Metro Lineal Tubo Ø40x1.5mm
540121;Metro Lineal Tubo 40x40x1.5mm
107353;Placa Base TEIDE TC 150x240 mm (Reparar)
107361;Placa Base TEIDE TC 150x100 mm
540131;Metro Lineal Tubo 90x90x4mm
540141;Metro Lineal Tubo 70x70x4mm
540151;Metro Lineal Tubo 100x100x4mm
540161;Metro Lineal Tubo 40x40x3mm
540171;Metro Lineal Tubo Ø48mm
550011;Metro Lineal Perfil Laminado U100
550021;Metro Lineal Perfil Laminado I80
550031;Metro Lineal Perfil Laminado U80
550041;Metro Lineal Perfil Laminado U120
550051;Metro Lineal Perfil Laminado U160
107362;Placa Base TEIDE TC 150x100 mm
107371;Tornillo TEIDE TC M14x110mm
116971;"Viga H200 INDE-K ; L=2,45 m"
580071;Metro Lineal Barra Trapezoidal Ø36x6mm (Derechas)
107421;"Manivela Desmontable TEIDE UP ; CT240"
101841;"Arriostrador QBETA2a ; L=5.00m ; Zincado"
101681;"Arriostrador JACENA ; L=2,00m ; Naranja"
109223;"Sopanda Intermedia  VERSATEC PLUS ; L=2,00m ; Blanco (Reparar)"
580081;Metro Lineal Barra Trapezoidal Ø36x6mm (Izquierdas)
202033;"Viga MK140 VERSATEC ; L=5,00m ; Zincada (Reparar)"
570162;"Tornillo Mariposa TEIDE Ø15mm ; L=120mm"
570163;"Tornillo Mariposa TEIDE Ø15mm ; L=120mm (Reparar)"
119061;Chapa Pilar Serie Medium 3000x750mm
580091;Tuerca Cilindrica  Ø36x6mm (Derechas)
570171;"Tornillo Mariposa TEIDE Ø15mm ; L=280mm"
580101;Tuerca Cilindrica  Ø36x6mm (Izquierdas)
580111;Metro Lineal Barra Trapezoidal Ø50x8mm (Derechas)
107422;"Manivela Desmontable TEIDE UP ; CT240"
570151;Pletina TEIDE UP  120x280x15mm
580121;Metro Lineal Barra Trapezoidal Ø50x8mm (Izquierdas)
550061;Metro Lineal Perfil Laminado U60
109123;"Sopanda Extrema VERSATEC PLUS ; L=4,00m ; Blanco (Reparar)"
560011;Metro Lineal Pletina #350x3mm
560021;Metro Lineal Pletina #400x3mm
101753;"Sopanda QBETA1a ; L=2,00 m ; Gris (Reparar)"
107363;Placa Base TEIDE TC 150x100 mm (Reparar)
580131;Tuerca Cilindrica  Ø50x8mm (Derechas)
580141;Tuerca Cilindrica  Ø50x8mm (Izquierdas)
107423;"Manivela Desmontable TEIDE UP ; CT240 (Reparar)"
101163;"Suplemento Arriostrador UNO97 ; Naranja (Reparar)"
570172;"Tornillo Mariposa TEIDE Ø15mm ; L=280mm"
570173;"Tornillo Mariposa TEIDE Ø15mm ; L=280mm (Reparar)"
107431;"Placa Seguridad Carro TEIDE UP ; Rojo"
109231;"Sopanda Intermedia VERSATEC ; L=4,00m ; 7A ; Blanco"
107432;"Placa Seguridad Carro TEIDE UP ; Rojo"
998001;Alquiler de cimbra (m³)
107433;"Placa Seguridad Carro TEIDE UP ; Rojo (Reparar)"
101861;"Apeo Postizo QBETA2a ; L=80cm ; Gris"
560031;Metro Lineal Pletina #80x8mm
560041;Metro Lineal Pletina #80x10mm
107441;"Husillo Nivelacion TEIDE UP Ø36mm ; L=40 cm"
108501;Proyecto Técnico Cimbra
107223;Abrazadera  INDE-K Ø60/48mm (Reparar)
540341;"Tubo 60x25x1,5mm ; L=800mm"
101842;"Arriostrador QBETA2a ; L=5.00m ; Zincado"
107282;Tuerca Hexagonal TEIDE Ø20mm
560051;Metro Lineal Pletina #100x10mm
540351;Metro Lineal Tubo Ø30x1.5mm
540361;Metro Lineal Tubo Ø75x3mm
560061;Metro Lineal Pletina #100x6mm
560071;Metro Lineal Pletina #100x12mm
560081;Metro Lineal Pletina #40x4mm
560091;Metro Lineal Pletina #200x20mm
570011;Cartabón Panel Esquina TEIDE 379x300x10mm
570021;Cartabón Panel Esquina Bisagra TEIDE 351x120x10mm
570031;Cartabón Panel Esquina Bisagra TEIDE 283x117x6mm
570041;Tapa Chapa Compensación TEIDE
570051;Pletina Exterior Gancho e=12mm
107442;"Husillo Nivelacion TEIDE UP Ø36mm ; L=40 cm"
107131;"Cono Recuperable TEIDE UP ; Ø15mm ; M24"
570061;Pletina Interior Gancho e=10mm
580011;Metro Lineal Barra Roscada Ø15mm
107443;"Husillo Nivelacion TEIDE UP Ø36mm ; L=40 cm (Reparar)"
998011;Montaje de cimbra (m³)
202332;Poste de Seguridad MK140
580021;"Tuerca Cuadrada Ø15mm ; 30x30x35mm"
107451;Tuerca Hexagonal  Ø36x6mm (Derechas)
103331;Trípode Puntal INDE-K
580031;Tuerca Hexagonal Ø30x6mm
101851;"Arriostrador QBETA2a ; L=2,50m ; Zincado Inde-k"
560101;Metro Lineal Pletina #50x15mm
111111;Cubeta VERSATEC 84x78,5x25cm
107452;Tuerca Hexagonal  Ø36x6mm (Derechas)
106693;"Escuadra TEIDE ; Módulo 1 (Reparar)"
580041;Metro Lineal Barra Trapezoidal Ø30x6mm
580051;Tubo Central Ø30x3mm
580061;Brazo Ø30x3mm
107703;"Husillo Articulado TEIDE Ø50mm ; L=0,40m cincado (Reparar)"
103332;Trípode Puntal INDE-K
107102;"Husillo Articulado TEIDE Ø30mm ; L=0,40m"
106733;"Abrazadera Giratoria INDE-K ; Ø48/48mm (Reparar)"
107141;"Tapón Cono Recuperable TEIDE UP ; M24"
107461;"Perfil Vertical TEIDE UP ; CT240 ; L=200cms"
109101;Gancho seguridad Teide UP
101682;"Arriostrador JACENA ; L=2,00m ; Naranja"
107462;"Perfil Vertical TEIDE UP ; CT240 ; L=200cms"
107463;"Perfil Vertical TEIDE UP ; CT240 ; L=200cms (Reparar)"
107471;"Perfil Vertical TEIDE UP ; CT240 ; L=340cms"
108213;Mordaza Seguridad Perimetral TEIDE (Reparar)
107103;"Husillo Articulado TEIDE Ø30mm ; L=0,40m (Reparar)"
108403;Plataforma 300x30 cm Gris (Reparar)
107151;Llave Cono Recuperable TEIDE UP
104643;Escuadra Ext.. Panel  Ligero 1200x100x100  Inde-k (Reparar)
107152;Llave Cono Recuperable TEIDE UP
101852;"Arriostrador QBETA2a ; L=2,50m ; Zincado Inde-k"
540371;Metro Lineal Tubo Ø88x4mm
107153;Llave Cono Recuperable TEIDE UP (Reparar)
107472;"Perfil Vertical TEIDE UP ; CT240 ; L=340cms"
107161;"Anclaje Perdido TEIDE ; Ø15mm"
107171;Panel TEIDE 4C 300x120cm
106053;Panel TEIDE 300x50cm (Reparar)
107473;"Perfil Vertical TEIDE UP ; CT240 ; L=340cms (Reparar)"
107481;Guardacuerpos TEIDE UP
107172;Panel TEIDE 4C 300x120cm
109133;"Sopanda Extrema VERSATEC PLUS ; L=3,00m ; Blanco (Reparar)"
107181;Panel TEIDE 4C 300x80cm
107182;Panel TEIDE 4C 300x80cm
104653;Escuadra Int. Panel  Ligero 1200x200x200  Inde-k (Reparar)
107482;Guardacuerpos TEIDE UP
107483;Guardacuerpos TEIDE UP (Reparar)
101853;"Arriostrador QBETA2a ; L=2,50m ; Zincado Inde-k (Reparar)"
200001;Tablero Fenólico 2500x1250x12 mm
116091;Guardacuerpos Viga H200
108983;Puntal Estabilizador TEIDE TC600 (Reparar)
101033;"Sopanda Extrema VERSATEC ; L=2,00 m ; Blanco (Reparar)"
116092;Guardacuerpos Viga H200
580151;"Tuerca Hexagonal Ø15mm ; Negra"
116093;Guardacuerpos Viga H200 (Reparar)
113452;"Chapa Pilar INDE-K 150x80cm ; Rojo"
107191;Panel TEIDE 4C 100x120cm
107192;Panel TEIDE 4C 100x120cm
107491;"Placa Base con Anilla TEIDE UP ; 120x120 cm"
999501;Servicio de Fenólico Nuevo 300x120
107492;"Placa Base con Anilla TEIDE UP ; 120x120 cm"
107201;Panel TEIDE 4C 100x80cm
107202;Panel TEIDE 4C 100x80cm
107211;"Anclaje Pilar TEIDE ; Ø15mm"
107212;"Anclaje Pilar TEIDE ; Ø15mm"
107213;"Anclaje Pilar TEIDE ; Ø15mm (Reparar)"
101661;"Sopanda Intermedia VERSATEC ; L=4,00 m ; 4A ; Blanco"
111182;Estampidor para cubetas
101662;"Sopanda Intermedia VERSATEC ; L=4,00 m ; 4A ; Blanco"
106333;Panel TEIDE 100x40cm (Reparar)
107501;"Tornillo TEIDE UP ; M24 ; L=110mm ; g12.9"
101671;"Sopanda Extrema VERSATEC ; L=4,00 m ; 4A ; Blanco"
101672;"Sopanda Extrema VERSATEC ; L=4,00 m ; 4A ; Blanco"
106891;"Tubo Distanciador PVC TEIDE Ø22mm ; L=2,00m"
560111;Metro Lineal Pletina #30x4mm
107511;"Tornillo TEIDE UP ; M24 ; L=50mm ; g8.8"
560121;Metro Lineal Pletina #150x8mm
111112;Cubeta VERSATEC 84x78,5x25cm
119073;Mordaza Elevación Serie Medium (Reparar)
107521;"Tensor TEIDE UP ; Banda 50 mm ; L=8,00m"
116111;"Viga H200 INDE-K; L=4,90 m"
560131;Metro Lineal Pletina #25x5mm
111183;Estampidor para cubetas (Reparar)
111113;Cubeta VERSATEC 84x78,5x25cm (Reparar)
107522;"Tensor TEIDE UP ; Banda 50 mm ; L=8,00m"
106841;Consola TEIDE CT60
111121;Media Cubeta VERSATEC 40x78,5x25cm
805152;Riostra Du-120/4
560141;Metro Lineal Pletina #20x4mm
107531;Anclaje H TEIDE Ø15mm
107541;Perfil Consola Recuperación TEIDE UP
107142;"Tapón Cono Recuperable TEIDE UP ; M24"
105303;Bisagra Int. Ligero 1200x300x300mm (Reparar)
805141;"Puntal Aluminio UL ; 4,8 - 3,3m"
540381;Metro Lineal Tubo 30x25x1,5mm
107532;Anclaje H TEIDE Ø15mm
108302;Husillo con Placa 500 mm
107533;Anclaje H TEIDE Ø15mm (Reparar)
105313;Bisagra Ext. Ligero 1200x400x400 (Reparar)
108923;"Tensor TEIDE UP ; Banda 50 mm ; L=12,50m (Reparar)"
900001;Descuento por pronto pago
108522;Estudio  de Apuntalamiento
900002;Abono por paralización
116172;"Viga H200 INDE-K; L=5,90 m"
107711;"Bulón Tensor TEIDE Ø40x205mm ; Rojo"
107551;Consola Recuperación TEIDE UP
116161;"Viga H200 INDE-K; L=1,45 m"
900003;Abono por acuerdo comercial
900004;Abono por descuento según contrato
900005;Abono por rappel
900006;Abono de facturación a origen
107542;Perfil Consola Recuperación TEIDE UP
900007;Abono general
103054;Puntal 4m (Reparar)
107543;Perfil Consola Recuperación TEIDE UP (Reparar)
805033;Grapa Orma UL (Reparar)
107721;"Placa Tensor TEIDE 80x205mm ; Rojo"
106903;"Barra Roscada TEIDE Ø15mm ; L=4,00m (Reparar)"
109313;"Anclaje TC Vertical TEIDE Ø19mm ; Amarillo (Reparar)"
109351;Mordaza Rigidizadora TEIDE
106063;Panel TEIDE 300x40cm (Reparar)
203371;"Plataforma Aluminio THOR ; 300x60 cm"
203321;"Diagonal THOR Ø48 mm ; 200x300 cm"
102473;"Tablero Fenólico  VERSATEC 80x74cm ;(1ª) (Reparar)"
805351;Panel Exterior 3x2,25 m UL
113453;"Chapa Pilar INDE-K 150x80cm ; Rojo (Reparar)"
104501;"Chapa Pilar INDE-K 150x60cm ; Rojo"
805352;Panel Exterior 3x2,25 m UL
805353;Panel Exterior 3x2,25 m UL (Reparar)
101883;"Sopanda QBETA2a ; L=3,00m ; Zincado Inde-K (Reparar)"
107552;Consola Recuperación TEIDE UP
104502;"Chapa Pilar INDE-K 150x60cm ; Rojo"
104503;"Chapa Pilar INDE-K 150x60cm ; Rojo (Reparar)"
805361;Panel Interior 3 x2,20 m UL
532051;Tablero Fenólico TEIDE CURVE 2484x1200x15mm
202341;Soporte Guardacuerpo en I
101873;"Sopanda QBETA2a ; L=4,00m ; Zincado Inde-K (Reparar)"
805362;Panel Interior 3 x2,20 m UL
805363;Panel Interior 3 x2,20 m UL (Reparar)
805003;"Puntal Aluminio UL ; 6,0 - 4,5 m (Reparar)"
202342;Soporte Guardacuerpo en I
202343;Soporte Guardacuerpo en I (Reparar)
107553;Consola Recuperación TEIDE UP (Reparar)
109113;Trampilla de Seguridad Teide UP (Reparar)
999511;Servicio de Fenólico Nuevo 300x100
103361;Contenedor Puntales Aluminio
101791;"Arriostrador QBETA1 ; L=2,40m ; Verde"
107561;"Anclaje Husillo TEIDE UP ; Ø30mm ; L=40 cms"
103362;Contenedor Puntales Aluminio
805371;Panel Exterior 2,40x2,25m UL
101252;"Sopanda Intermedia VERSATEC ; L=2,00 m ; Ral 4008"
203303;"Larguero THOR Ø48 mm ; L=70 cm (Reparar)"
805372;Panel Exterior 2,40x2,25m UL
805373;Panel Exterior 2,40x2,25m UL (Reparar)
107562;"Anclaje Husillo TEIDE UP ; Ø30mm ; L=40 cms"
107563;"Anclaje Husillo TEIDE UP ; Ø30mm ; L=40 cms (Reparar)"
101893;"Sopanda QBETA2a ; L=2,00m ; Zincado Inde-K (Reparar)"
805093;"Puntal Aluminio UL ; 3,7 - 2,2 m (Reparar)"
108761;Tapón de 22mm para Pilar 4C Ligero
805381;Panel Interior 2,40x2,20 m UL
801111;Base regulable articulada 0,45 m CT
111141;Media Cubeta VERSATEC 40x78,5x30cm
103363;Contenedor Puntales Aluminio (Reparar)
805382;Panel Interior 2,40x2,20 m UL
805383;Panel Interior 2,40 x 2,20 m UL (Reparar)
109143;"Sopanda Extrema VERSATEC PLUS ; L=2,00m ; Blanco (Reparar)"
106911;Abrazadera  Fija  INDE-K Ø48/48mm
106881;Bidón desencofrante de 25L - ABL
805391;Panel Exterior 2x2,25 m UL
108523;Estudio  de Apuntalamiento (Reparar)
805392;Panel Exterior 2x2,25 m UL
805393;Panel Exterior 2x2,25 m UL (Reparar)
202333;Poste de Seguridad MK140 (Reparar)
101792;"Arriostrador QBETA1 ; L=2,40m ; Verde"
107601;"Tornillo TEIDE UP ; M10 ; L=50mm ; g8.8"
108023;"Barandilla INDE-K ; L=250 cm ; Clase A (Reparar)"
108993;Panel TEIDE 4C 100x100cm (Reparar)
805401;Panel Interior 2x2,2 m UL
802071;Husillo orientable 0,65 m CT
805402;Panel Interior 2x2,2 m UL
108001;"Triángulo Base Cimbra INDE-K ; 136x100 cm"
805403;Panel Interior 2x2,2 m UL (Reparar)
108002;"Triángulo Base Cimbra INDE-K ; 136x100 cm"
107493;"Placa Base con Anilla TEIDE UP ; 120x120 cm (Reparar)"
113163;Pilar Circular INDE-K Ø65x400cm (Reparar)
101183;"Sopanda Extrema VERSATEC ; L=4,00 m ; Ral 4008 (Reparar)"
108811;Abrazadera Giratoria INDE-K Ø42/48mm
119272;Anilla Elevación con tuerca  M-16 750 Kilos
119291;Chapa Pilar Serie Medium 3000x575mm Medianera
108812;Abrazadera Giratoria INDE-K Ø42/48mm
109181;Bote de Sikaflex -11FC+ 300ml. Marrón
805421;Clavija Rigidizador UL
805422;Clavija Rigidizador UL
108813;Abrazadera Giratoria INDE-K Ø42/48mm (Reparar)
805423;Clavija Rigidizador UL (Reparar)
805013;"Suplemento Puntal Aluminio UL ; 1,0 m (Reparar)"
108101;"Triángulo Cimbra INDE-K ; 136x100 cm"
103383;"Puntal INDE-K 1,50m ; Ø48/40  2/2mm (Reparar)"
108102;"Triángulo Cimbra INDE-K ; 136x100 cm"
108111;"Triángulo Cimbra INDE-K ; 136x75 cm"
805431;Mensula Bira
805432;Mensula Bira
805433;Mensula Bira (Reparar)
108112;"Triángulo Cimbra INDE-K ; 136x75 cm"
106223;"Gancho Elevación TEIDE ; CMU=1500 kg (Reparar)"
116101;"Viga H200 INDE-K; L=1,95 m"
107132;"Cono Recuperable TEIDE UP ; Ø15mm ; M24"
116102;"Viga H200 INDE-K; L=1,95 m"
203372;"Plataforma Aluminio THOR ; 300x60 cm"
108121;"Triángulo Cimbra INDE-K ; 136x50 cm"
102042;"Tablero Tricapa VERSATEC 197x50cm ; Azul (1ª)"
108122;"Triángulo Cimbra INDE-K ; 136x50 cm"
805441;Barra Roscada 15/1,2 UL
108131;"Larguero Cimbra INDE-K ; 136 cm"
108421;Pletina Anclaje Cono Posición TEIDE UP
108132;"Larguero Cimbra INDE-K ; 136 cm"
805021;"Puntal Aluminio UL ; 2,8 - 1,65 m"
805451;Base Estabilizador UL
108141;"Diagonal Cimbra INDE-K ; 192 cm"
805442;Barra Roscada 15/1,2 UL
805443;Barra Roscada 15/1,2 UL (Reparar)
108142;"Diagonal Cimbra INDE-K ; 192 cm"
805452;Base Estabilizador UL
805453;Base Estabilizador UL (Reparar)
802041;Portes (CT)
805461;Tensor 2,4-3,5 UL
805462;Tensor 2,4-3,5 UL
106842;Consola TEIDE CT60
101801;"Arriostrador UNO97-Qbeta2a-ESP ; L=2,00 m"
805463;Tensor 2,4-3,5 UL (Reparar)
108151;Base Regulable Cimbra INDE-K
108152;Base Regulable Cimbra INDE-K
805471;Tensor 5-6 UL
108161;Horquilla Cimbra INDE-K 4 Vigas
805472;Tensor 5-6 UL
805473;Tensor 5-6 UL (Reparar)
802051;Nota de Calculo
108162;Horquilla Cimbra INDE-K 4 Vigas
102182;Tablero Seguridad VERSATEC 197X50cm C-3
108171;"Tubo Arriostrador INDE-K Ø48mm ; L=6,00m"
805022;"Puntal Aluminio UL ; 2,8 - 1,65 m"
108172;"Tubo Arriostrador INDE-K Ø48mm ; L=6,00m"
102512;"Tablero Tricapa VERSATEC 197x45cm ; Azul"
108181;"Tubo Arriostrador INDE-K Ø48mm ; L=3,00m"
108182;"Tubo Arriostrador INDE-K Ø48mm ; L=3,00m"
116181;Taco de M. VERSATEC PLUS 1M
102513;"Tablero Tricapa VERSATEC 197x45cm ; Azul (Reparar)"
108191;Grapa Ortogonal Cimbra
102501;"Tablero Tricapa VERSATEC 250x50cm ; Azul  (2ª)"
108192;Grapa Ortogonal Cimbra
108303;Husillo con Placa 500 mm (Reparar)
113461;Pilar Circular INDE-K Ø55x300cm
113462;Pilar Circular INDE-K Ø55x300cm
203201;Torre de Hormigonado 3+1 m
109153;"Arriostrador PLUS ; L=4,00m ; Naranja (Reparar)"
113471;Pilar Circular INDE-K Ø65x300cm
113472;Pilar Circular INDE-K Ø65x300cm
113481;Pilar Circular INDE-K Ø70x300cm
102133;Tablero Seguridad VERSATEC 197x50cm  C-2 (Reparar)
113482;Pilar Circular INDE-K Ø70x300cm
113483;Pilar Circular INDE-K Ø70x300cm (Reparar)
107693;"Barra Roscada TEIDE Ø20mm ; L=3,00m (Reparar)"
106912;Abrazadera  Fija  INDE-K Ø48/48mm
108741;Berenjenos Orma 3,30m
107712;"Bulón Tensor TEIDE Ø40x205mm ; Rojo"
119062;Chapa Pilar Serie Medium 3000x750mm
116213;"Rodapie Acero INDE-K ; L=250 cm ; Clase A (Reparar)"
107722;"Placa Tensor TEIDE 80x205mm ; Rojo"
107731;"Consola Trepado TEIDE UP JET;  CT200"
805091;"Puntal Aluminio UL ; 3,7 - 2,2 m"
107732;"Consola Trepado TEIDE UP JET;  CT200"
108751;Tornillo M10x50 DIN933 C/ Tuerca y 2 Arandelas Grower 8,8
107571;"Escuadra TEIDE ; Módulo 3"
107733;"Consola Trepado TEIDE UP JET;  CT200 (Reparar)"
107572;"Escuadra TEIDE ; Módulo 3"
101423;"Sopanda QBETA2 ; L=4,00 m ; Naranja (Reparar)"
107581;Tapón Apeo  Versatec 50x30mm
107741;Anclaje H TEIDE JET Ø15mm
107591;"Tornillo TEIDE UP ; M16 ; L=40mm ; g8.8"
107592;"Tornillo TEIDE UP ; M16 ; L=40mm ; g8.8"
107742;Anclaje H TEIDE JET Ø15mm
107602;"Tornillo TEIDE UP ; M10 ; L=50mm ; g8.8"
107611;"Arandela TEIDE UP ; M24 ; g8.8"
107751;Anclaje TEIDE PTC-180
107621;"Arandela Grover TEIDE UP ; M24 ; g8.8"
107752;Anclaje TEIDE PTC-180
107753;Anclaje TEIDE PTC-180 (Reparar)
107631;"Arandela TEIDE UP ; M16 ; g8.8"
107641;"Arandela Grover TEIDE UP ; M16 ; g8.8"
108091;Tensor Teide UP TC
107651;"Arandela TEIDE UP ; M10 ; g8.8"
119031;Chapa Pilar Serie Medium 3000x500mm
107661;"Arandela Grover TEIDE UP ; M10 ; g8.8"
108092;Tensor Teide UP TC
119032;Chapa Pilar Serie Medium 3000x500mm
119111;Chapa Pilar Serie Medium 1000x500mm
119112;Chapa Pilar Serie Medium 1000x500mm
532061;Tablero Fenólico TEIDE CURVE 2384x600x15mm
113381;Pilar Circular INDE-K Ø60x100cm
119141;Chapa Pilar Serie Medium 1000x750mm
113382;Pilar Circular INDE-K Ø60x100cm
106103;Panel TEIDE 100x60cm (Reparar)
107801;Panel TEIDE CURVE 240x250cm
119161;Chapa Pilar Serie Medium 500x750mm
107802;Panel TEIDE CURVE 240x250cm
119142;Chapa Pilar Serie Medium 1000x750mm
107791;Tornillo Gancho Seguridad 4.5mx4mm Teide UP
107671;"Tuerca Seguridad TEIDE UP ; M16 ; g8.8"
109111;Trampilla de Seguridad Teide UP
103163;"Puntal INDE-K 1m ; Ø48/40 e1.6/1.6mm (Reparar)"
119301;Chapa Pilar Serie Medium 3000x300mm Medianera
107911;Tornillo Broca 6.3x65x70 ABA Alas
116112;"Viga H200 INDE-K; L=4,90 m"
119311;Chapa Pilar Serie Medium 3000x350mm Medianera
107921;Torniquete Piher F 50 ( 35x8 )
805142;"Puntal Aluminio UL ; 4,8 - 3,3m"
109163;"Arriostrador PLUS ; L=2,00m ; Naranja (Reparar)"
101543;"Sopanda Intermedia VERSATEC ; L=3,00 m ; Zincado (Reparar)"
108053;Bulón con Cadena y Pasador TEIDE Ø28x150mm (Reparar)
104311;"Chapa Pilar INDE-K 300x40cm ; Rojo"
108093;Tensor Teide UP TC (Reparar)
116493;"Rodapie Acero INDE-K ; L=300 cm ; Clase A (Reparar)"
104312;"Chapa Pilar INDE-K 300x40cm ; Rojo"
104313;"Chapa Pilar INDE-K 300x40cm ; Rojo (Reparar)"
106643;"Viga Anclaje TEIDE U160 ; L=0,70m (Reparar)"
107811;Panel TEIDE CURVE 240x240cm
999061;Modificación de pedido
107843;"Viga Anclaje TEIDE CURVE U100 ; L=72cm (Reparar)"
104431;"Pilar Circular INDE-K Ø30x400cm; Rojo"
106463;"Alineador TEIDE U80 ; L=1,20m  (Reparar)"
104432;"Pilar Circular INDE-K Ø30x400cm; Rojo"
104433;"Pilar Circular INDE-K Ø30x400cm; Rojo (Reparar)"
113491;Pilar Circular INDE-K Ø90x350cm
108163;Horquilla Cimbra INDE-K 4 Vigas (Reparar)
108203;Barandilla Lateral TEIDE (Reparar)
106931;Placa Base TEIDE TC 60x300 mm
106932;Placa Base TEIDE TC 60x300 mm
106933;Placa Base TEIDE TC 60x300 mm (Reparar)
109261;"Alineador TEIDE U80 ; L=0,75m"
107812;Panel TEIDE CURVE 240x240cm
117511;"Tubo Arriostrador INDE-K Ø48mm ; L=4,00m"
